id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:33:00.000Z,1.000483354148957,40460696995.8034,-37.169,-0.00262293,-0.0088617,0.01913042,0.10364143,0.07227639,0.0343992,113932648027.1034,4.6578,117128749897.1,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:36:07.647447
1839,BNB,BNB,bnb,2196,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147581818.18378383,147581818.18378383,False,,4,,,,2024-07-20T22:33:00.000Z,594.4658356709828,1593008645.07713,-22.262,-0.09108085,0.07215363,12.47618151,0.37388757,-3.47097975,2.44307359,87732348876.4661,3.5866,87732348876.47,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
5426,Solana,SOL,solana,707,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464348013.2231127,580595114.1207736,True,,5,,,,2024-07-20T22:33:00.000Z,173.97137550295247,1893563900.9142256,-47.8625,0.11127932,2.97141737,24.76584225,30.01769996,-2.38630869,16.28984449,80783262572.48808,3.3026,101006930613.88,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
3408,USDC,USDC,usd-coin,21075,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34119133671.382397,34119133671.382397,False,,6,,,,2024-07-20T22:33:00.000Z,0.9999812658631408,3885366126.212705,-48.1045,-0.00348121,-0.00636075,-0.01190046,0.00445019,-0.00380918,-0.00637122,34118494478.862682,1.3948,34118494478.86,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-21 01:36:07.647447
52,XRP,XRP,xrp,1355,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55909481874.0,99987431729.0,False,,7,,,,2024-07-20T22:34:00.000Z,0.5974909845762869,1559157872.8275483,-32.7869,0.83374637,3.72535212,13.2362207,22.12124839,11.67067289,13.53705601,33405411372.046326,1.3657,59749098457.63,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:07.647447
74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145198436383.70523,145198436383.70523,True,,8,,,,2024-07-20T22:34:00.000Z,0.13433459269952605,1108788091.9591234,55.918,0.46807413,7.10757158,20.72496797,7.96457719,-20.04380056,-15.39575237,19505172812.213085,0.7974,19505172812.21,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:07.647447
11419,Toncoin,TON,toncoin,466,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2514790901.1544957,5109277595.225424,True,,9,3414166606.0,24864359720.936977,,2024-07-20T22:33:00.000Z,7.2827025128887275,138857917.8375911,-29.7797,0.04503726,-0.14240167,0.02465608,1.60627381,14.92852172,18.4712292,18314474015.227554,0.7487,37209348781.79,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
2010,Cardano,ADA,cardano,1214,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35889906639.389,37062184769.149,False,,10,,,,2024-07-20T22:33:00.000Z,0.4377260719789844,250989994.62498146,-26.3165,0.40452842,-0.4721932,-0.31051886,13.60075882,-11.34851409,-12.73351758,15709947856.952219,0.6422,19697673239.05,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87089141743.13487,87089149669.95306,True,,11,71659659264.0,9649286138.204475,,2024-07-20T22:33:00.000Z,0.13465436812441045,229745291.0269121,-23.6702,0.12060473,0.02454245,-4.03971581,15.28755658,8.96493904,20.87201616,11726933351.919044,0.4794,11726934419.3,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
5805,Avalanche,AVAX,avalanche,754,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394753425.20547134,444099795.20547134,False,,12,,,,2024-07-20T22:33:00.000Z,29.052323443370398,242091787.60161877,-28.0008,1.03425049,3.0621955,13.49308356,5.02326771,-29.44140493,-21.89958266,11468504189.447678,0.4689,20794163288.57,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:07.647447
5994,Shiba Inu,SHIB,shiba-inu,847,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270679731197.0,589519188836789.6,False,,13,,,,2024-07-20T22:33:00.000Z,1.815471211069699e-05,437045149.70039016,-27.1808,0.38320264,1.49256361,7.26889782,0.14110373,-28.99718596,-31.11614325,10698039545.794611,0.4374,10702551157.06,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-21 01:36:07.647447
6636,Polkadot,DOT,polkadot-new,794,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1471278872.153183,9324090497.20688,,2024-07-20T22:34:00.000Z,6.337405283038753,116022903.57300317,-30.9181,0.28877067,0.05832547,2.01688934,11.85426117,-16.63359003,-11.37073375,9112893672.716242,0.3726,9112893672.72,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:07.647447
1975,Chainlink,LINK,chainlink,1818,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-20T22:33:00.000Z,14.290514977925653,226048784.4337657,-26.1545,0.35985283,1.74708002,10.6469242,-0.18584039,-14.21359749,-4.26620965,8690061735.831696,0.3553,14290514977.93,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-21 01:36:07.647447
1,Bitcoin,BTC,bitcoin,11608,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19728456.0,19728456.0,False,,1,,,,2024-07-20T22:34:00.000Z,67147.86194419966,18917099242.16131,-48.8705,0.13625243,0.26462715,14.79850627,3.30804125,-3.94710327,3.40495891,1324723639860.2173,54.157,1410105100828.19,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:18.073115
1027,Ethereum,ETH,ethereum,9150,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120226035.25070572,120226035.25070572,True,,2,,,,2024-07-20T22:33:00.000Z,3520.445279076945,10462407702.991365,-40.8745,0.11883023,0.05353102,11.66332993,0.15466835,-6.99630405,11.52902044,423249178220.48535,17.3031,423249178220.49,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:33:00.000Z,1.000483354148957,40460696995.8034,-37.169,-0.00262293,-0.0088617,0.01913042,0.10364143,0.07227639,0.0343992,113932648027.1034,4.6578,117128749897.1,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:36:18.073115
1839,BNB,BNB,bnb,2196,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147581818.18378383,147581818.18378383,False,,4,,,,2024-07-20T22:33:00.000Z,594.4658356709828,1593008645.07713,-22.262,-0.09108085,0.07215363,12.47618151,0.37388757,-3.47097975,2.44307359,87732348876.4661,3.5866,87732348876.47,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
5426,Solana,SOL,solana,707,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464348013.2231127,580595114.1207736,True,,5,,,,2024-07-20T22:33:00.000Z,173.97137550295247,1893563900.9142256,-47.8625,0.11127932,2.97141737,24.76584225,30.01769996,-2.38630869,16.28984449,80783262572.48808,3.3026,101006930613.88,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
3408,USDC,USDC,usd-coin,21075,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34119133671.382397,34119133671.382397,False,,6,,,,2024-07-20T22:33:00.000Z,0.9999812658631408,3885366126.212705,-48.1045,-0.00348121,-0.00636075,-0.01190046,0.00445019,-0.00380918,-0.00637122,34118494478.862682,1.3948,34118494478.86,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-21 01:36:18.073115
52,XRP,XRP,xrp,1355,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55909481874.0,99987431729.0,False,,7,,,,2024-07-20T22:34:00.000Z,0.5974909845762869,1559157872.8275483,-32.7869,0.83374637,3.72535212,13.2362207,22.12124839,11.67067289,13.53705601,33405411372.046326,1.3657,59749098457.63,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:18.073115
74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145198436383.70523,145198436383.70523,True,,8,,,,2024-07-20T22:34:00.000Z,0.13433459269952605,1108788091.9591234,55.918,0.46807413,7.10757158,20.72496797,7.96457719,-20.04380056,-15.39575237,19505172812.213085,0.7974,19505172812.21,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:18.073115
11419,Toncoin,TON,toncoin,466,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2514790901.1544957,5109277595.225424,True,,9,3414166606.0,24864359720.936977,,2024-07-20T22:33:00.000Z,7.2827025128887275,138857917.8375911,-29.7797,0.04503726,-0.14240167,0.02465608,1.60627381,14.92852172,18.4712292,18314474015.227554,0.7487,37209348781.79,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
2010,Cardano,ADA,cardano,1214,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35889906639.389,37062184769.149,False,,10,,,,2024-07-20T22:33:00.000Z,0.4377260719789844,250989994.62498146,-26.3165,0.40452842,-0.4721932,-0.31051886,13.60075882,-11.34851409,-12.73351758,15709947856.952219,0.6422,19697673239.05,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87089141743.13487,87089149669.95306,True,,11,71659659264.0,9649286138.204475,,2024-07-20T22:33:00.000Z,0.13465436812441045,229745291.0269121,-23.6702,0.12060473,0.02454245,-4.03971581,15.28755658,8.96493904,20.87201616,11726933351.919044,0.4794,11726934419.3,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
5805,Avalanche,AVAX,avalanche,754,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394753425.20547134,444099795.20547134,False,,12,,,,2024-07-20T22:33:00.000Z,29.052323443370398,242091787.60161877,-28.0008,1.03425049,3.0621955,13.49308356,5.02326771,-29.44140493,-21.89958266,11468504189.447678,0.4689,20794163288.57,,2024-07-20T22:33:00.000Z,,,,,,2024-07-21 01:36:18.073115
5994,Shiba Inu,SHIB,shiba-inu,847,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270679731197.0,589519188836789.6,False,,13,,,,2024-07-20T22:33:00.000Z,1.815471211069699e-05,437045149.70039016,-27.1808,0.38320264,1.49256361,7.26889782,0.14110373,-28.99718596,-31.11614325,10698039545.794611,0.4374,10702551157.06,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-21 01:36:18.073115
6636,Polkadot,DOT,polkadot-new,794,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1471278872.153183,9324090497.20688,,2024-07-20T22:34:00.000Z,6.337405283038753,116022903.57300317,-30.9181,0.28877067,0.05832547,2.01688934,11.85426117,-16.63359003,-11.37073375,9112893672.716242,0.3726,9112893672.72,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:18.073115
1975,Chainlink,LINK,chainlink,1818,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-20T22:33:00.000Z,14.290514977925653,226048784.4337657,-26.1545,0.35985283,1.74708002,10.6469242,-0.18584039,-14.21359749,-4.26620965,8690061735.831696,0.3553,14290514977.93,,2024-07-20T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-21 01:36:18.073115
1,Bitcoin,BTC,bitcoin,11608,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19728456.0,19728456.0,False,,1,,,,2024-07-20T22:35:00.000Z,67136.56284233188,18925851425.000195,-48.8207,0.15166595,0.29216553,14.77790055,3.27822043,-3.98525448,3.36335907,1324500726026.1794,54.1478,1409867819688.97,,2024-07-20T22:35:00.000Z,,,,,,2024-07-21 01:36:28.514037
1027,Ethereum,ETH,ethereum,9150,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120226035.25070572,120226035.25070572,True,,2,,,,2024-07-20T22:34:00.000Z,3519.8289847294654,10462068196.789444,-40.8805,0.17279705,0.02180523,11.57689319,0.11597654,-6.91349955,11.56044253,423175083594.5404,17.3001,423175083594.54,,2024-07-20T22:34:00.000Z,,,,,,2024-07-21 01:36:28.514037
825,Tether USDt,USDT,tether,92136,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,113877604814.3431,117072162581.58543,True,,3,,,,2024-07-20T22:34:00.000Z,1.0004310786060395,40456402833.015816,-37.1782,-0.00529739,-0.0076142,0.00699746,0.10224034,0.05820314,0.02438188,113926695013.48558,4.6575,117122629886.24,,2024-07-20T22:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-21 01:36:28.514037
